raw_index,message_type,is_sender,message,sticker_path,CreateTime,unix_seconds,time_gap,message_id,sticker_id,sticker_caption,sticker_quality_score,sticker_needs_review,normalized_text,sticker_resolved
9448,text,1,就去,,2023-04-07 11:06:45+00:00,1680865605,2.0,msg_00009448,,,,,就去,True
9449,text,1,你到4022等我就行,,2023-04-07 11:06:53+00:00,1680865613,8.0,msg_00009449,,,,,你到4022等我就行,True
9450,text,0,好哦,,2023-04-07 11:11:35+00:00,1680865895,282.0,msg_00009450,,,,,好哦,True
9451,text,0,在视频,,2023-04-07 12:55:49+00:00,1680872149,6254.0,msg_00009451,,,,,在视频,True
9452,text,1,你跑哪去了？,,2023-04-07 12:55:52+00:00,1680872152,3.0,msg_00009452,,,,,你跑哪去了？,True
9453,text,0,在那个六楼,,2023-04-07 12:57:00+00:00,1680872220,68.0,msg_00009453,,,,,在那个六楼,True
9454,text,0,有凳子的那,,2023-04-07 12:57:14+00:00,1680872234,14.0,msg_00009454,,,,,有凳子的那,True
9455,text,0,和我爸视频,,2023-04-07 12:57:19+00:00,1680872239,5.0,msg_00009455,,,,,和我爸视频,True
9456,text,0,你先别来,,2023-04-07 12:57:22+00:00,1680872242,3.0,msg_00009456,,,,,你先别来,True
9457,text,1,行,,2023-04-07 12:57:48+00:00,1680872268,26.0,msg_00009457,,,,,行,True
9458,text,0,好了你来吧,,2023-04-07 13:06:43+00:00,1680872803,535.0,msg_00009458,,,,,好了你来吧,True
9459,sticker,0,[表情包],../emojis/5e332d881392cf1f02dd21298aee6e94.png,2023-04-07 13:06:44+00:00,1680872804,1.0,msg_00009459,sticker_000108,[表情包:惊讶的猫/表情包],1.0,False,[表情包:惊讶的猫/表情包],True
9460,text,0,走了拜拜,,2023-04-07 13:52:10+00:00,1680875530,2726.0,msg_00009460,,,,,走了拜拜,True
9461,text,1,？,,2023-04-07 13:56:59+00:00,1680875819,289.0,msg_00009461,,,,,？,True
9462,text,1,生气了嘛,,2023-04-07 14:14:54+00:00,1680876894,1075.0,msg_00009462,,,,,生气了嘛,True
9463,text,0,真该死了你,,2023-04-07 14:19:36+00:00,1680877176,282.0,msg_00009463,,,,,真该死了你,True
9464,text,1,还不能死[尴尬],,2023-04-07 14:28:34+00:00,1680877714,538.0,msg_00009464,,,,,还不能死[尴尬],True
9465,text,1,我发现我耳机掉了,,2023-04-07 15:51:57+00:00,1680882717,5003.0,msg_00009465,,,,,我发现我耳机掉了,True
9466,text,0,哈哈哈哈哈捡起来,,2023-04-07 15:53:10+00:00,1680882790,73.0,msg_00009466,,,,,哈哈哈哈哈捡起来,True
9467,text,1,不见了,,2023-04-07 15:53:28+00:00,1680882808,18.0,msg_00009467,,,,,不见了,True
9468,text,1,[裂开],,2023-04-07 15:53:34+00:00,1680882814,6.0,msg_00009468,,,,,[裂开],True
9469,text,0,哎呀这是谁呀,,2023-04-07 15:53:45+00:00,1680882825,11.0,msg_00009469,,,,,哎呀这是谁呀,True
9470,text,1,无语了,,2023-04-07 15:53:57+00:00,1680882837,12.0,msg_00009470,,,,,无语了,True
9471,text,0,是掉路上了？,,2023-04-07 15:54:31+00:00,1680882871,34.0,msg_00009471,,,,,是掉路上了？,True
9472,text,1,谁知道呢,,2023-04-07 15:56:03+00:00,1680882963,92.0,msg_00009472,,,,,谁知道呢,True
9473,text,1,可能就掉11号楼了,,2023-04-07 15:56:17+00:00,1680882977,14.0,msg_00009473,,,,,可能就掉11号楼了,True
9474,text,0,你是笨蛋,,2023-04-07 15:57:11+00:00,1680883031,54.0,msg_00009474,,,,,你是笨蛋,True
9475,sticker,0,[表情包],../emojis/5e332d881392cf1f02dd21298aee6e94.png,2023-04-07 15:57:18+00:00,1680883038,7.0,msg_00009475,sticker_000108,[表情包:惊讶的猫/表情包],1.0,False,[表情包:惊讶的猫/表情包],True
9476,text,1,没办法,,2023-04-07 16:01:50+00:00,1680883310,272.0,msg_00009476,,,,,没办法,True
9477,text,1,直接弄一个,,2023-04-07 16:01:54+00:00,1680883314,4.0,msg_00009477,,,,,直接弄一个,True
9478,text,1,[裂开],,2023-04-07 16:01:57+00:00,1680883317,3.0,msg_00009478,,,,,[裂开],True
9479,text,1,还准备省很多钱的,,2023-04-07 16:02:12+00:00,1680883332,15.0,msg_00009479,,,,,还准备省很多钱的,True
9480,text,1,打我发现,,2023-04-07 16:02:16+00:00,1680883336,4.0,msg_00009480,,,,,打我发现,True
9481,text,1,每天就光吃就花了老多,,2023-04-07 16:02:27+00:00,1680883347,11.0,msg_00009481,,,,,每天就光吃就花了老多,True
9482,text,1,[裂开],,2023-04-07 16:02:30+00:00,1680883350,3.0,msg_00009482,,,,,[裂开],True
9483,text,1,我算算,,2023-04-07 16:02:45+00:00,1680883365,15.0,msg_00009483,,,,,我算算,True
9484,text,1,"早上早餐小面加豆浆10快
中午盒饭12
买了瓶水2
晚上外卖16.2
回来泡面4
总计44",,2023-04-07 16:03:56+00:00,1680883436,71.0,msg_00009484,,,,,"早上早餐小面加豆浆10快
中午盒饭12
买了瓶水2
晚上外卖16.2
回来泡面4
总计44",True
9485,text,1,先睡啦,,2023-04-07 16:11:10+00:00,1680883870,434.0,msg_00009485,,,,,先睡啦,True
9486,text,1,晚安宝宝,,2023-04-07 16:11:13+00:00,1680883873,3.0,msg_00009486,,,,,晚安宝宝,True
9487,text,0,做了一个梦太真实了,,2023-04-07 21:39:02+00:00,1680903542,19669.0,msg_00009487,,,,,做了一个梦太真实了,True
9488,text,0,好压抑这个梦,,2023-04-07 21:39:14+00:00,1680903554,12.0,msg_00009488,,,,,好压抑这个梦,True
9489,text,0,晚安晚安,,2023-04-07 21:40:24+00:00,1680903624,70.0,msg_00009489,,,,,晚安晚安,True
9490,sticker,0,[表情包],../emojis/f710a182ca9f2cf46b43a5ed1b23ef88.png,2023-04-07 21:40:26+00:00,1680903626,2.0,msg_00009490,sticker_000106,[表情包:双手比划手势，期待与人交流],1.0,False,[表情包:双手比划手势，期待与人交流],True
9491,text,1,今天外面冷不冷啊？,,2023-04-08 03:42:19+00:00,1680925339,21713.0,msg_00009491,,,,,今天外面冷不冷啊？,True
9492,text,0,不冷,,2023-04-08 03:42:44+00:00,1680925364,25.0,msg_00009492,,,,,不冷,True
9493,text,0,挺正常的,,2023-04-08 03:42:52+00:00,1680925372,8.0,msg_00009493,,,,,挺正常的,True
9494,text,1,哦哦,,2023-04-08 03:42:57+00:00,1680925377,5.0,msg_00009494,,,,,哦哦,True
9495,text,1,那我不穿厚衣服了,,2023-04-08 03:43:04+00:00,1680925384,7.0,msg_00009495,,,,,那我不穿厚衣服了,True
9496,text,1,室友在宿舍练keep，为了打卡真的行,,2023-04-08 04:09:23+00:00,1680926963,1579.0,msg_00009496,,,,,室友在宿舍练keep，为了打卡真的行,True
9498,sticker,1,[表情包],../emojis/0c203e4b6b446eb3d9d8c51b4936c6ea.png,2023-04-08 04:09:33+00:00,1680926973,6.0,msg_00009498,sticker_000075,[表情包:困惑的小猪表情包],1.0,False,[表情包:困惑的小猪表情包],True
9499,text,0,啊为啥不出去,,2023-04-08 04:10:25+00:00,1680927025,52.0,msg_00009499,,,,,啊为啥不出去,True
9500,text,0,离军工那么近,,2023-04-08 04:10:35+00:00,1680927035,10.0,msg_00009500,,,,,离军工那么近,True
9501,text,0,谁懂啊，刚下课，一点还有实验,,2023-04-08 04:10:55+00:00,1680927055,20.0,msg_00009501,,,,,谁懂啊，刚下课，一点还有实验,True
9502,text,1,不是他照着keep上练的,,2023-04-08 04:10:59+00:00,1680927059,4.0,msg_00009502,,,,,不是他照着keep上练的,True
9503,text,1,还穿个毛衣,,2023-04-08 04:11:05+00:00,1680927065,6.0,msg_00009503,,,,,还穿个毛衣,True
9504,text,1,气喘吁吁的,,2023-04-08 04:11:12+00:00,1680927072,7.0,msg_00009504,,,,,气喘吁吁的,True
9505,text,1,之后感觉不咋忙其实,,2023-04-08 04:11:58+00:00,1680927118,46.0,msg_00009505,,,,,之后感觉不咋忙其实,True
9506,text,0,累死了我要,,2023-04-08 04:15:19+00:00,1680927319,201.0,msg_00009506,,,,,累死了我要,True
9507,text,0,大学生哪有不虚的,,2023-04-08 04:31:50+00:00,1680928310,991.0,msg_00009507,,,,,大学生哪有不虚的,True
9508,sticker,0,[表情包],../emojis/f2a5bec9176a82dc03e9f35820a82598.gif,2023-04-08 04:31:55+00:00,1680928315,5.0,msg_00009508,sticker_000081,[表情包:卡通人物捂嘴哭泣，表达悲伤和委屈],1.0,False,[表情包:卡通人物捂嘴哭泣，表达悲伤和委屈],True
9510,text,1,看完了,,2023-04-08 05:08:10+00:00,1680930490,4.0,msg_00009510,,,,,看完了,True
9511,text,1,花了一上午,,2023-04-08 05:08:15+00:00,1680930495,5.0,msg_00009511,,,,,花了一上午,True
9512,text,1,睡觉了,,2023-04-08 05:08:32+00:00,1680930512,17.0,msg_00009512,,,,,睡觉了,True
9513,text,1,今天出去玩不,,2023-04-08 07:16:02+00:00,1680938162,7650.0,msg_00009513,,,,,今天出去玩不,True
9514,text,1,下午,,2023-04-08 07:16:04+00:00,1680938164,2.0,msg_00009514,,,,,下午,True
9515,text,0,不想,,2023-04-08 07:16:51+00:00,1680938211,47.0,msg_00009515,,,,,不想,True
9516,text,0,我快累死了,,2023-04-08 07:16:54+00:00,1680938214,3.0,msg_00009516,,,,,我快累死了,True
9517,text,1,好叭,,2023-04-08 07:19:02+00:00,1680938342,128.0,msg_00009517,,,,,好叭,True
9518,text,0,我晚上还有课,,2023-04-08 07:25:26+00:00,1680938726,384.0,msg_00009518,,,,,我晚上还有课,True
9519,text,0,我觉得我好像个陀螺,,2023-04-08 07:25:34+00:00,1680938734,8.0,msg_00009519,,,,,我觉得我好像个陀螺,True
9520,text,1,嗯嗯好,,2023-04-08 07:25:35+00:00,1680938735,1.0,msg_00009520,,,,,嗯嗯好,True
9521,text,0,你搁哪呢,,2023-04-08 13:00:37+00:00,1680958837,20102.0,msg_00009521,,,,,你搁哪呢,True
9522,text,1,宿舍写报告,,2023-04-08 13:00:48+00:00,1680958848,11.0,msg_00009522,,,,,宿舍写报告,True
9523,text,0,行,,2023-04-08 13:00:54+00:00,1680958854,6.0,msg_00009523,,,,,行,True
9524,text,0,我也写,,2023-04-08 13:00:58+00:00,1680958858,4.0,msg_00009524,,,,,我也写,True
9525,text,1,OK,,2023-04-08 13:01:05+00:00,1680958865,7.0,msg_00009525,,,,,OK,True
9527,sticker,0,[表情包],../emojis/5e332d881392cf1f02dd21298aee6e94.png,2023-04-08 13:12:59+00:00,1680959579,714.0,msg_00009527,sticker_000108,[表情包:惊讶的猫/表情包],1.0,False,[表情包:惊讶的猫/表情包],True
9526,text,0,哈哈我写完了,,2023-04-08 13:12:59+00:00,1680959579,0.0,msg_00009526,,,,,哈哈我写完了,True
9528,text,1,我还得写一会,,2023-04-08 13:33:13+00:00,1680960793,1214.0,msg_00009528,,,,,我还得写一会,True
9529,text,0,我是不是很厉害哈哈哈哈,,2023-04-08 13:34:44+00:00,1680960884,91.0,msg_00009529,,,,,我是不是很厉害哈哈哈哈,True
9530,text,0,今天刚做的实验,,2023-04-08 13:34:50+00:00,1680960890,6.0,msg_00009530,,,,,今天刚做的实验,True
9531,sticker,0,[表情包],../emojis/441b3d217d8f399417538b2de286c9ac.png,2023-04-08 13:34:51+00:00,1680960891,1.0,msg_00009531,sticker_000112,[表情包:惊讶的海绵宝宝表情包],1.0,False,[表情包:惊讶的海绵宝宝表情包],True
9532,text,1,超级棒,,2023-04-08 13:34:55+00:00,1680960895,4.0,msg_00009532,,,,,超级棒,True
9533,text,1,[玫瑰],,2023-04-08 13:35:00+00:00,1680960900,5.0,msg_00009533,,,,,[玫瑰],True
9534,text,0,嘿嘿嘿嘿,,2023-04-08 13:35:15+00:00,1680960915,15.0,msg_00009534,,,,,嘿嘿嘿嘿,True
9535,text,0,看剧看剧,,2023-04-08 13:35:22+00:00,1680960922,7.0,msg_00009535,,,,,看剧看剧,True
9536,text,1,okok,,2023-04-08 13:35:29+00:00,1680960929,7.0,msg_00009536,,,,,okok,True
9537,text,1,"题四月飞雪
乌云遮卷白日，狂飙几点残雪。
江水灌涌丘壑，气吞万里河山。
古之英雄早已不复寻哉？
今之枭雄独领时代风骚！",,2023-04-08 14:26:37+00:00,1680963997,3068.0,msg_00009537,,,,,"题四月飞雪
乌云遮卷白日，狂飙几点残雪。
江水灌涌丘壑，气吞万里河山。
古之英雄早已不复寻哉？
今之枭雄独领时代风骚！",True
9538,text,1,作诗,,2023-04-08 14:26:47+00:00,1680964007,10.0,msg_00009538,,,,,作诗,True
9539,text,1,艹感觉还是没有好的意境代物,,2023-04-08 14:27:39+00:00,1680964059,52.0,msg_00009539,,,,,艹感觉还是没有好的意境代物,True
9540,text,1,书看少了,,2023-04-08 14:27:48+00:00,1680964068,9.0,msg_00009540,,,,,书看少了,True
9541,sticker,0,[表情包],../emojis/ec3311a1efba3d81a5f388a480c806ad.png,2023-04-08 14:40:47+00:00,1680964847,779.0,msg_00009541,sticker_000113,[表情包:惊讶的卡通角色 / 欧哟哟],1.0,False,[表情包:惊讶的卡通角色 / 欧哟哟],True
9542,text,0,多看书,,2023-04-08 14:40:50+00:00,1680964850,3.0,msg_00009542,,,,,多看书,True
9543,text,0,文化人,,2023-04-08 14:41:08+00:00,1680964868,18.0,msg_00009543,,,,,文化人,True
9544,text,1,多看长月烬明[吃瓜],,2023-04-08 14:41:49+00:00,1680964909,41.0,msg_00009544,,,,,多看长月烬明[吃瓜],True
9545,text,0,好呀,,2023-04-08 14:43:08+00:00,1680964988,79.0,msg_00009545,,,,,好呀,True
9546,text,0,那个男主小时候太惨了,,2023-04-08 14:43:27+00:00,1680965007,19.0,msg_00009546,,,,,那个男主小时候太惨了,True
9547,text,0,我昨天做梦一直梦见一个小孩被欺负,,2023-04-08 14:44:07+00:00,1680965047,40.0,msg_00009547,,,,,我昨天做梦一直梦见一个小孩被欺负,True
9548,sticker,0,[表情包],../emojis/06cc4784efd171c4b335bba257ae59b4.png,2023-04-08 14:44:08+00:00,1680965048,1.0,msg_00009548,sticker_000061,[表情包:机器猫在享受一个安静的时刻],1.0,False,[表情包:机器猫在享受一个安静的时刻],True
9549,text,1,可以的哟,,2023-04-08 14:45:24+00:00,1680965124,76.0,msg_00009549,,,,,可以的哟,True
9550,text,0,你都不关心我梦见什么,,2023-04-08 14:51:09+00:00,1680965469,345.0,msg_00009550,,,,,你都不关心我梦见什么,True
9551,text,0,诶终究是错付了,,2023-04-08 14:51:14+00:00,1680965474,5.0,msg_00009551,,,,,诶终究是错付了,True
9552,sticker,0,[表情包],../emojis/5e332d881392cf1f02dd21298aee6e94.png,2023-04-08 14:51:16+00:00,1680965476,2.0,msg_00009552,sticker_000108,[表情包:惊讶的猫/表情包],1.0,False,[表情包:惊讶的猫/表情包],True
9553,text,1,终是长江入海流，错付青山与白日,,2023-04-08 14:52:26+00:00,1680965546,70.0,msg_00009553,,,,,终是长江入海流，错付青山与白日,True
9554,text,1,诶,,2023-04-08 14:52:29+00:00,1680965549,3.0,msg_00009554,,,,,诶,True
9555,text,1,抱抱你,,2023-04-08 14:52:35+00:00,1680965555,6.0,msg_00009555,,,,,抱抱你,True
9556,sticker,1,[表情包],../emojis/a16c7a19552e5f0dd5b5cc75053c6be6.gif,2023-04-08 14:52:42+00:00,1680965562,7.0,msg_00009556,sticker_000060,[表情包:惊讶的表情包角色张大嘴巴说话],1.0,False,[表情包:惊讶的表情包角色张大嘴巴说话],True
9557,sticker,0,[表情包],../emojis/529fbe05ed57d26747a40f2251aa3b37.png,2023-04-08 14:54:32+00:00,1680965672,110.0,msg_00009557,sticker_000046,[表情包:愤怒的手势，表示不满的情绪],1.0,False,[表情包:愤怒的手势，表示不满的情绪],True
9558,sticker,1,[表情包],../emojis/3abc1bb4b8833f248963bfb74989ae66.gif,2023-04-08 14:58:54+00:00,1680965934,262.0,msg_00009558,sticker_000003,[表情包:小狗抱着毛绒玩具，显得非常可爱。],1.0,False,[表情包:小狗抱着毛绒玩具，显得非常可爱。],True
9560,text,1,ai比我有文化,,2023-04-08 15:29:00+00:00,1680967740,7.0,msg_00009560,,,,,ai比我有文化,True
9561,sticker,0,[表情包],../emojis/ec3311a1efba3d81a5f388a480c806ad.png,2023-04-08 15:34:21+00:00,1680968061,321.0,msg_00009561,sticker_000113,[表情包:惊讶的卡通角色 / 欧哟哟],1.0,False,[表情包:惊讶的卡通角色 / 欧哟哟],True
9562,text,0,好好读书,,2023-04-08 15:34:32+00:00,1680968072,11.0,msg_00009562,,,,,好好读书,True
9563,text,1,"作为一个 AI，我无法了解高中生的具体情况，但是有一些普遍的建议可以给予：
1. 了解原因：首先，要了解高中生不好好学习的原因。是因为缺乏学习动力，还是学习方法不对，或者是其他原因。只有了解原因，才能有针对性地给出建议。
2. 建立学习计划：帮助高中生建立一个可行的学习计划，包括每天的学习时间、学习内容、学习方式等。让他们知道自己需要学习什么，什么时间学习，如何学习。
3. 提供支持：鼓励高中生，帮助他们面对学习的挑战。可以提供一些学习上的支持，如帮助他们解决学习难题、提供学习资源等。
4. 建立良好的学习习惯：帮助高中生建立良好的学习习惯，如定期复习、做好笔记、及时完成作业等。这些都是提高学习效果的重要因素。
5. 激发学习兴趣：鼓励高中生对学习感兴趣，可以通过一些有趣的学习方式来激发他们的学习兴趣，如看电影、听音乐等与学科相关的活动。
以上是一些建议，但是最重要的是帮助高中生建立自信心，相信自己能够学好。",,2023-04-08 15:38:35+00:00,1680968315,243.0,msg_00009563,,,,,"作为一个 AI，我无法了解高中生的具体情况，但是有一些普遍的建议可以给予：
1. 了解原因：首先，要了解高中生不好好学习的原因。是因为缺乏学习动力，还是学习方法不对，或者是其他原因。只有了解原因，才能有针对性地给出建议。
2. 建立学习计划：帮助高中生建立一个可行的学习计划，包括每天的学习时间、学习内容、学习方式等。让他们知道自己需要学习什么，什么时间学习，如何学习。
3. 提供支持：鼓励高中生，帮助他们面对学习的挑战。可以提供一些学习上的支持，如帮助他们解决学习难题、提供学习资源等。
4. 建立良好的学习习惯：帮助高中生建立良好的学习习惯，如定期复习、做好笔记、及时完成作业等。这些都是提高学习效果的重要因素。
5. 激发学习兴趣：鼓励高中生对学习感兴趣，可以通过一些有趣的学习方式来激发他们的学习兴趣，如看电影、听音乐等与学科相关的活动。
以上是一些建议，但是最重要的是帮助高中生建立自信心，相信自己能够学好。",True
9564,text,1,ai写的,,2023-04-08 15:38:40+00:00,1680968320,5.0,msg_00009564,,,,,ai写的,True
9565,text,1,[破涕为笑],,2023-04-08 15:38:43+00:00,1680968323,3.0,msg_00009565,,,,,[破涕为笑],True
9566,text,0,可以,,2023-04-08 15:39:38+00:00,1680968378,55.0,msg_00009566,,,,,可以,True
9567,text,0,直接抄一遍,,2023-04-08 15:39:41+00:00,1680968381,3.0,msg_00009567,,,,,直接抄一遍,True
9568,text,0,有文化,,2023-04-08 15:39:58+00:00,1680968398,17.0,msg_00009568,,,,,有文化,True
9569,sticker,0,[表情包],../emojis/5e332d881392cf1f02dd21298aee6e94.png,2023-04-08 15:40:00+00:00,1680968400,2.0,msg_00009569,sticker_000108,[表情包:惊讶的猫/表情包],1.0,False,[表情包:惊讶的猫/表情包],True
9570,text,1,你要这个软件不,,2023-04-08 15:40:38+00:00,1680968438,38.0,msg_00009570,,,,,你要这个软件不,True
9571,text,1,可以问一些问题,,2023-04-08 15:40:46+00:00,1680968446,8.0,msg_00009571,,,,,可以问一些问题,True
9572,text,1,或者你们,,2023-04-08 15:40:49+00:00,1680968449,3.0,msg_00009572,,,,,或者你们,True
9573,text,1,计算思维程序,,2023-04-08 15:40:56+00:00,1680968456,7.0,msg_00009573,,,,,计算思维程序,True
9574,text,1,直接让它写,,2023-04-08 15:41:06+00:00,1680968466,10.0,msg_00009574,,,,,直接让它写,True
9575,text,1,然后复制粘贴,,2023-04-08 15:41:11+00:00,1680968471,5.0,msg_00009575,,,,,然后复制粘贴,True
9577,text,0,okok,,2023-04-08 15:42:18+00:00,1680968538,42.0,msg_00009577,,,,,okok,True
9578,text,0,明天早上要去早市,,2023-04-08 15:43:13+00:00,1680968593,55.0,msg_00009578,,,,,明天早上要去早市,True
9579,text,0,和室友,,2023-04-08 15:43:17+00:00,1680968597,4.0,msg_00009579,,,,,和室友,True
9580,sticker,0,[表情包],../emojis/5e332d881392cf1f02dd21298aee6e94.png,2023-04-08 15:43:19+00:00,1680968599,2.0,msg_00009580,sticker_000108,[表情包:惊讶的猫/表情包],1.0,False,[表情包:惊讶的猫/表情包],True
9581,text,1,行,,2023-04-08 15:43:21+00:00,1680968601,2.0,msg_00009581,,,,,行,True
9582,text,1,那晚安宝宝,,2023-04-08 15:43:31+00:00,1680968611,10.0,msg_00009582,,,,,那晚安宝宝,True
9583,text,0,晚安晚安,,2023-04-08 15:44:13+00:00,1680968653,42.0,msg_00009583,,,,,晚安晚安,True
9584,sticker,0,[表情包],../emojis/f710a182ca9f2cf46b43a5ed1b23ef88.png,2023-04-08 15:44:21+00:00,1680968661,8.0,msg_00009584,sticker_000106,[表情包:双手比划手势，期待与人交流],1.0,False,[表情包:双手比划手势，期待与人交流],True
9585,text,0,早市真的蛮便宜的,,2023-04-09 00:24:34+00:00,1680999874,31213.0,msg_00009585,,,,,早市真的蛮便宜的,True
9586,text,0,我买了好多才50,,2023-04-09 00:24:43+00:00,1680999883,9.0,msg_00009586,,,,,我买了好多才50,True
9587,sticker,0,[表情包],../emojis/5e332d881392cf1f02dd21298aee6e94.png,2023-04-09 00:24:44+00:00,1680999884,1.0,msg_00009587,sticker_000108,[表情包:惊讶的猫/表情包],1.0,False,[表情包:惊讶的猫/表情包],True
9588,text,1,你吃啥了,,2023-04-09 00:24:46+00:00,1680999886,2.0,msg_00009588,,,,,你吃啥了,True
9589,text,0,那里没大有吃的,,2023-04-09 00:25:33+00:00,1680999933,47.0,msg_00009589,,,,,那里没大有吃的,True
9590,text,0,有馄饨但我不吃这个,,2023-04-09 00:25:47+00:00,1680999947,14.0,msg_00009590,,,,,有馄饨但我不吃这个,True
9591,text,1,那买了些啥,,2023-04-09 00:25:49+00:00,1680999949,2.0,msg_00009591,,,,,那买了些啥,True
9593,text,0,水果啥的,,2023-04-09 00:26:06+00:00,1680999966,4.0,msg_00009593,,,,,水果啥的,True
9594,text,0,嘿嘿,,2023-04-09 00:26:20+00:00,1680999980,14.0,msg_00009594,,,,,嘿嘿,True
9595,text,1,哦哦,,2023-04-09 00:26:22+00:00,1680999982,2.0,msg_00009595,,,,,哦哦,True
9596,text,1,这水果你看看好吃不，回宿舍尝尝叭,,2023-04-09 00:27:00+00:00,1681000020,38.0,msg_00009596,,,,,这水果你看看好吃不，回宿舍尝尝叭,True
9597,text,0,嗯嗯,,2023-04-09 00:27:55+00:00,1681000075,55.0,msg_00009597,,,,,嗯嗯,True
9598,text,0,你今天要干啥,,2023-04-09 00:28:32+00:00,1681000112,37.0,msg_00009598,,,,,你今天要干啥,True
9599,text,1,学,,2023-04-09 00:28:55+00:00,1681000135,23.0,msg_00009599,,,,,学,True
9600,text,1,补课,,2023-04-09 00:29:05+00:00,1681000145,10.0,msg_00009600,,,,,补课,True
9601,text,0,好,,2023-04-09 00:29:38+00:00,1681000178,33.0,msg_00009601,,,,,好,True
9602,text,0,dd,,2023-04-09 05:28:53+00:00,1681018133,17955.0,msg_00009602,,,,,dd,True
9603,text,1,刚刚睡午觉呢,,2023-04-09 05:36:30+00:00,1681018590,457.0,msg_00009603,,,,,刚刚睡午觉呢,True
9604,text,1,咋了嘛？,,2023-04-09 05:36:58+00:00,1681018618,28.0,msg_00009604,,,,,咋了嘛？,True
9605,text,1,今天你们大一好像在拔河,,2023-04-09 05:39:07+00:00,1681018747,129.0,msg_00009605,,,,,今天你们大一好像在拔河,True
9606,text,1,"五一假期是一年中最热门的旅游时段之一，大连作为中国东北地区最受欢迎的旅游城市之一，也是五一旅游的热门目的地之一。以下是一份五一大连旅游攻略，帮助您规划出一份完美的旅游计划。
1. 行程安排
第一天：中山广场、星海广场、圣亚海洋世界
第二天：大连森林动物园、旅顺口红海滩
第三天：旅顺口老虎滩海洋公园、金石滩海洋公园
第四天：大连老虎滩海洋公园、大连海昌极地海洋世界
第五天：大连自然博物馆、星海湾公园
2. 交通出行
大连市交通便利，有地铁、公交和出租车等多种交通方式可供选择。建议使用公共交通出行，避免拥堵和停车难题。
3. 餐饮推荐
大连是一个美食之都，有许多著名的特色餐厅和小吃摊位。推荐尝试当地特色美食，如大连炸鱼、海鲜、烤肉串、炸蟹等。
4. 住宿推荐
大连有许多优质的酒店可供选择，从高端豪华到经济实惠都有。建议提前预订，以免出现满房或价格过高的情况。推荐一些住宿地点如万达文华酒店、希尔顿酒店、大连世纪金源大饭店等。
5. 注意事项
五一期间是旅游高峰期，需提前预订景点门票和酒店，尽量避免拥堵。同时注意保管好个人财物，避免旅游安全问题。在景区游览时，要遵守景区规定，保护景区环境和文物古迹。",,2023-04-09 05:42:21+00:00,1681018941,194.0,msg_00009606,,,,,"五一假期是一年中最热门的旅游时段之一，大连作为中国东北地区最受欢迎的旅游城市之一，也是五一旅游的热门目的地之一。以下是一份五一大连旅游攻略，帮助您规划出一份完美的旅游计划。
1. 行程安排
第一天：中山广场、星海广场、圣亚海洋世界
第二天：大连森林动物园、旅顺口红海滩
第三天：旅顺口老虎滩海洋公园、金石滩海洋公园
第四天：大连老虎滩海洋公园、大连海昌极地海洋世界
第五天：大连自然博物馆、星海湾公园
2. 交通出行
大连市交通便利，有地铁、公交和出租车等多种交通方式可供选择。建议使用公共交通出行，避免拥堵和停车难题。
3. 餐饮推荐
大连是一个美食之都，有许多著名的特色餐厅和小吃摊位。推荐尝试当地特色美食，如大连炸鱼、海鲜、烤肉串、炸蟹等。
4. 住宿推荐
大连有许多优质的酒店可供选择，从高端豪华到经济实惠都有。建议提前预订，以免出现满房或价格过高的情况。推荐一些住宿地点如万达文华酒店、希尔顿酒店、大连世纪金源大饭店等。
5. 注意事项
五一期间是旅游高峰期，需提前预订景点门票和酒店，尽量避免拥堵。同时注意保管好个人财物，避免旅游安全问题。在景区游览时，要遵守景区规定，保护景区环境和文物古迹。",True
9607,text,1,ai还是可以的,,2023-04-09 05:42:31+00:00,1681018951,10.0,msg_00009607,,,,,ai还是可以的,True
9608,sticker,0,[表情包],../emojis/5e332d881392cf1f02dd21298aee6e94.png,2023-04-09 05:53:19+00:00,1681019599,648.0,msg_00009608,sticker_000108,[表情包:惊讶的猫/表情包],1.0,False,[表情包:惊讶的猫/表情包],True
9609,text,0,你在11吗,,2023-04-09 06:30:29+00:00,1681021829,2230.0,msg_00009609,,,,,你在11吗,True
9610,text,1,嗯对,,2023-04-09 06:30:45+00:00,1681021845,16.0,msg_00009610,,,,,嗯对,True
9611,text,1,我想今天自己一个人学会,,2023-04-09 06:31:19+00:00,1681021879,34.0,msg_00009611,,,,,我想今天自己一个人学会,True
9612,text,1,好久没自己学了,,2023-04-09 06:31:30+00:00,1681021890,11.0,msg_00009612,,,,,好久没自己学了,True
9613,text,0,嗯嗯,,2023-04-09 06:31:51+00:00,1681021911,21.0,msg_00009613,,,,,嗯嗯,True
9614,text,0,我也是,,2023-04-09 06:31:52+00:00,1681021912,1.0,msg_00009614,,,,,我也是,True
9615,text,1,等到五一吧，可能这一个月,,2023-04-09 06:31:53+00:00,1681021913,1.0,msg_00009615,,,,,等到五一吧，可能这一个月,True
9616,text,1,差不多也都这样了,,2023-04-09 06:32:01+00:00,1681021921,8.0,msg_00009616,,,,,差不多也都这样了,True
9617,text,1,一起出去炒烧烤去？,,2023-04-09 09:39:08+00:00,1681033148,11227.0,msg_00009617,,,,,一起出去炒烧烤去？,True
